16228,58625,48841
40810,85895,64843
69758,15482,4462
35443,18625,46133
20819,53505,76898
32906,37829,80591
61404,1378,81699
37643,50169,83509
77258,36634,65084
78396,96952,16979
6287,31668,79451
48466,16469,4983
41460,67913,42088
35178,64311,1787
11993,38720,19720
56112,58467,29079
90441,513,98626
30554,39253,40341
89688,85488,20480
22642,85598,26376
13065,3764,97103
79252,72922,72648
86428,59344,59008
60365,81781,38918
25205,17777,47757
5633,95988,36183
94024,77868,53975
55423,96537,11995
72225,17732,69453
81418,72819,9320
90377,54770,99159
93281,1112,72236
55128,93308,87176
56859,6083,86611
64947,88706,10385
13274,59672,71718
75235,97364,52068
88611,15815,131
68110,41565,64814
17351,25330,34045
92181,79769,69957
50763,78277,87913
10099,22490,52433
89477,89455,24736
92264,99923,49436
3725,44992,44577
91769,69790,12660
14990,2504,62576
59642,43904,6562
9864,88495,4184
41620,53439,63325
78217,24088,52503
76851,58842,8216
44124,85548,71769
43238,8241,18345
26972,20823,63766
78723,43976,85391
95081,52475,68293
89278,52358,37411
25520,606,82952
74828,1178,78478
77960,72277,1173
83344,71725,14019
35491,82304,21678
99512,80271,83803
50838,85265,46820
13765,30243,24512
15002,47871,58536
59604,49585,90903
1345,69837,96495
43861,44412,73030
69222,99723,97815
21766,59274,37371
40202,88193,96928
45120,83367,47191
15642,56964,60665
12820,34377,58762
34780,63212,23389
52858,88918,73632
370,18875,13263
25410,62542,88395
48727,42312,76563
51043,71182,37667
59860,19779,30021
10910,15212,21443
29428,76293,53401
13428,13325,18129
18294,4303,85378
64308,33735,22275
33761,35035,24428
3975,1801,27909
33214,92403,35996
28979,7688,38581
82919,16473,60223
99670,97695,37924
695,47077,65525
69899,91439,22303
41016,3871,3320
64402,40168,72638
41864,39921,9134
33667,27843,20473
70317,42446,29754
12036,57977,78299
61652,57920,95846
63767,41576,29820
2096,47595,99281
30749,91246,90511
80714,53743,57990
6284,7107,41526
98721,11126,52892
46711,48242,29515
35987,98214,71617
90019,1156,87362
65450,31144,89865
23459,44614,73724
53726,1477,46214
16514,91635,28885
93672,77607,89161
80730,72327,52933
61475,74913,60965
49538,55000,67564
98856,95719,37451
72597,97811,40581
98419,72479,6921
55377,23330,48174
22137,99616,80441
55826,92755,42411
44346,83289,96023
48728,48805,50003
34053,80245,28122
64284,3656,89254
38905,19924,19567
33863,4943,22441
50254,34622,57013
59751,88638,62026
39324,23773,8618
65342,75525,2079
3560,64326,63041
71707,11387,54060
36067,72120,69577
60802,78790,18940
24435,14048,13038
53920,24866,11520
43123,45748,39560
83273,37537,48204
45955,56215,17552
51239,93145,67967
30041,97456,21279
51519,34553,35288
80673,52458,90408
89887,82250,3474
56885,64423,74179
29062,72072,13401
23352,65695,96925
74593,6048,76003
72853,35739,71771
37866,21284,47579
2320,64288,60780
48459,34887,40733
33536,35441,10628
60498,84918,1561
81539,32679,32746
15259,93266,39017
66798,85687,20463
28150,92354,83854
77346,81707,47107
54677,48105,34742
90384,96861,70676
21923,63178,27020
80392,84852,11866
10062,45817,69170
36830,91219,53355
62491,87449,25205
66770,45718,59214
67092,76094,16188
28375,77340,82827
77120,69618,42732
46232,4878,67247
26211,42347,4878
38509,15145,92763
45255,16573,30366
85566,31367,81649
11516,94129,16253
12506,89373,60032
64668,51695,57581
30389,29172,19999
36892,64828,4088
76503,89796,67508
90434,37345,55351
70507,95934,39185
78757,39089,67989
53040,61584,80469
93482,24012,42780
86234,22158,75972
82014,96514,75114
84350,82584,39830
76976,81118,95853
26389,10246,24111
60700,81151,89114
87261,75256,24374
13913,22519,82527
96491,17966,10686
92490,87289,97815
73577,9901,49422
12779,19339,95919
37804,8101,56172
52556,30345,10464
45697,78957,14483
38338,98545,38070
7128,81229,3333
79149,53786,19893
51752,56664,92921
68233,92166,48139
93018,21313,40688
13667,67664,42171
70416,27513,45265
33346,18444,99489
38303,32050,17483
50406,97386,76869
9959,4648,99435
99345,11292,64202
60424,47253,94349
65656,60852,94330
96094,35800,58065
625,41786,26556
41371,70558,22248
57657,73326,94954
90419,40384,89393
36345,98230,20169
86189,22082,21604
15056,79771,90502
6941,53937,25666
5550,67558,28964
53856,23712,3273
74103,28585,93506
64610,2986,15010
66592,28033,78156
44411,45949,47266
17667,65406,30871
44446,58467,50453
1262,63657,7020
71592,21015,27831
91333,45091,8213
81235,43667,76075
90257,16443,55383
67958,26529,43142
54002,30109,77189
62068,13962,55507
31643,30270,66564
8898,86857,2642
68475,77996,7377
81807,2042,84569
73852,15963,52639
19619,74076,27935
59066,74586,43862
3549,91221,57397
79136,92332,36439
53659,14955,96705
91086,66381,71826
29312,59432,15747
70119,73109,67218
28835,95031,70606
45530,99423,88595
21500,31880,53292
52736,70266,53235
44651,65089,94521
91204,15708,54014
52582,6519,31894
13173,45320,218
19425,91788,87605
77033,65598,2004
52208,24672,33254
87765,41587,36379
3167,93970,97496
46074,7695,23734
75519,61525,97855
34924,81568,24873
88174,83802,93995
87907,19471,98382
21301,6032,41150
52172,78704,56768
40210,427,3169
11074,84020,46668
76147,96000,24715
82962,35646,11156
63020,19571,47547
7031,43149,9586
72992,16876,54607
24122,30398,4231
34043,30530,63054
52216,75324,27642
5770,67868,79673
50981,5414,2424
72741,50325,13203
26814,20913,80505
93037,38592,35770
22551,5922,82994
30765,50427,50512
25338,6505,82937
93114,26030,86212
60699,75018,12193
97738,84399,73109
63526,26534,58120
32390,94202,20363
36098,21596,10185
62928,53751,59938
2711,3100,85447
62355,37179,9036
58914,80111,53418
43381,36247,14522
82186,34882,56417
34701,35545,62628
6511,79978,59996
7805,26427,7924
73281,51798,52721
7283,93818,73054
14919,18579,28724
83802,26003,44381
8184,44096,66677
26391,44076,38220
80099,71360,85785
18000,44545,15730
40145,30722,21068
86644,92634,4864
21956,91080,98044
64715,74236,5277
18606,61891,66719
42966,51467,25937
45253,16306,63716
52485,30642,20448
8041,22069,68939
37812,24442,8683
21737,76915,99988
28940,72183,2726
98900,61248,63652
39555,36705,42449
25252,6361,34924
15925,40358,89706
94824,51088,19683
47426,90818,96624
83243,31265,34985
37781,90280,98346
65076,46744,82486
67335,78728,91729
93803,47787,78308
78331,94856,1561
13833,61060,67531
68562,58388,85492
76115,29840,21872
5280,17207,77507
88046,93202,87715
90611,37902,12895
25707,70334,23142
95602,14749,97428
58917,34042,31357
34201,79329,48898
84879,86249,15080
40536,97906,63404
15054,23140,96510
71700,5715,66513
86979,29535,9597
84438,48453,21472
80678,1653,48203
86417,46310,74587
13133,26108,16945
5951,62229,22286
63254,78609,10657
62637,112,90131
7523,6905,26084
71034,58965,73035
19723,11397,22238
26460,19973,38885
46158,5812,86653
62603,16631,59687
13891,93685,78906
65063,97692,94998
45352,68483,37048
73738,97845,52411
25357,81852,6783
79473,54630,56331
23807,1754,14797
49141,15251,9872
40845,43752,6682
41621,70426,42984
1350,22248,92040
10849,13640,87891
21073,10876,46487
65830,59076,65255
14050,85387,5870
55514,19603,52792
78734,46876,96678
93152,86534,78280
88799,89556,36385
59364,11101,77
58114,28395,13525
20374,97724,83026
59696,65092,1
13304,83980,43229
6062,65977,79240
99281,81670,6020
63601,26615,53453
28364,41797,46013
13574,5965,7721
89795,98939,43051
73480,69623,12530
71259,76964,8862
25193,75447,36619
33180,33170,42485
37432,76241,96077
74989,45949,31492
2179,20592,41404
72274,1943,11271
92704,46829,80494
44945,12075,4040
56907,38977,31797
11680,70126,41421
13757,28829,42966
57441,46768,95418
76848,75023,74990
7507,79444,3082
44783,79872,37840
46643,46195,26437
33109,75909,49663
52587,24155,19419
15768,85742,74250
54945,54801,25932
31964,46552,78923
76387,27043,1591
69781,85261,83603
99505,52157,58869
58744,84909,44607
79943,69733,63159
52809,12313,1568
88194,83681,97372
77296,72836,18044
44279,3529,72391
68022,1962,64450
17004,20451,38884
60119,78601,88677
78628,63290,19029
48491,73576,87365
49338,56871,93430
13937,41528,59210
53438,58624,36108
97190,72804,59421
27656,77886,95933
42441,39593,48915
7203,59835,5112
14720,48731,46830
97867,97595,4999
16310,30683,92188
34071,58138,30661
45820,28371,30040
44272,36865,91354
32301,64926,47053
1297,19972,43890
98074,41141,61221
6485,48962,27325
4800,94998,43739
41182,7344,89123
31989,22566,36798
985,42058,12360
49143,68149,22531
80529,27978,70202
64789,90024,69169
98506,48585,91467
69787,29560,92215
37996,46327,18905
50601,49284,11408
12907,57499,35610
880,2048,4287
40429,79752,32840
47158,48289,1319
91343,29768,85849
30260,43828,49887
70332,18523,7827
19805,11851,89129
57006,12066,84978
4517,77547,18701
58635,84873,72578
15038,21247,80651
99297,23078,96331
69878,54420,36600
99697,43190,45313
55892,7463,1142
83327,97121,49925
33034,63454,85829
12109,83405,90268
19361,51493,70734
28370,25681,57431
77653,89081,50235
96956,27945,71309
45322,66728,43225
99252,2704,739
92115,3455,77620
44903,12802,73704
76399,80839,82506
36058,78866,66964
96064,23989,6744
21703,92470,92164
29283,34115,70056
65841,74037,86046
65524,99322,23684
68010,42103,91727
76381,81048,60795
50449,7567,27938
64598,13859,33252
19,27279,20878
59682,77934,40059
11060,40181,54514
85688,33654,8592
1298,79537,55971
39248,83853,11707
72229,97735,58445
67832,95241,4910
79055,25106,49994
81252,10780,44894
4674,70219,86467
15459,59454,41038
87958,34382,43770
34596,62706,77067
40353,64519,58916
37566,89623,1017
36971,83250,25685
12114,77992,63575
38865,87906,99426
3274,47295,33556
16696,85470,28127
48950,75051,53983
8625,63064,58912
95682,38484,12693
61202,82592,61190
34735,32787,84077
17348,23028,4113
97083,53494,11623
76020,77239,72519
21514,64661,96359
56325,14627,83008
58518,67403,62983
76933,3505,6789
70600,62025,34965
73822,96989,34478
72453,54907,73049
38551,29498,19468
79397,48626,20857
41251,63301,76905
54459,673,780
10821,40088,81846
95242,56479,66194
18036,31257,56649
47108,87433,42481
31168,9357,32368
85053,73115,72287
98206,43256,21007
34352,31481,2274
12638,22320,72254
55432,33533,11664
44545,30244,77395
17992,26206,11626
89091,72777,40056
62296,15831,82856
89930,22774,29052
78964,95884,57939
29490,50740,3683
77419,18835,56441
35464,25133,22843
67535,55681,23514
18678,39212,82841
92728,41325,85894
30886,99716,84222
29381,1159,39126
3979,76302,18800
44044,71829,42606
43355,97506,48624
4714,15613,67495
71791,77934,17913
27033,53176,4279
84614,20987,26331
45141,57713,2829
68885,43197,41259
60887,74871,13385
19994,93004,12172
93433,35787,6683
82878,82069,62802
6883,8169,50825
26091,91100,41106
10060,78607,65826
38887,59620,69268
2596,75521,65114
62246,27684,45832
89069,86929,58891
60605,44105,5709
40853,19563,55262
61199,45416,7265
37218,69751,46401
86706,37389,73609
30541,15636,46636
51325,64626,67199
54850,73622,29846
24399,65842,54679
24206,16838,86553
6261,60890,26084
33653,2427,69283
84080,79343,62908
80763,96860,7114
96520,1410,49269
51201,35994,96427
50066,42122,10487
32345,26393,99719
10947,74447,78658
21259,65801,522
88937,5845,5860
9887,96972,27925
11544,72971,97431
25800,88904,51496
94656,48980,57766
94876,71985,18063
82568,83086,82003
88696,69162,90196
52552,87433,56474
12607,86839,51156
76090,70043,40928
66698,43818,283
9737,75664,1163
36813,85384,97818
90407,65020,56495
90330,31299,81564
51369,19267,59828
44374,44707,82629
87536,59736,19832
13846,73431,47491
24630,72604,57883
96002,68527,22216
59659,32763,63715
14300,62079,12930
21005,81370,23622
62296,18834,44071
11417,61,93058
4417,24914,33885
60551,40623,11582
40156,27028,78277
69322,67788,19800
60946,32018,87538
80597,19295,78384
30429,98848,68742
31390,49835,28688
93262,99670,10030
25688,77522,85475
58896,44486,75971
60234,20248,33773
89232,11182,29250
48860,3193,45825
97000,17550,21091
18368,93182,56145
34818,9287,71002
48229,78248,49764
70390,98681,36950
72963,43910,34016
47975,88514,77101
82532,67815,92004
69521,74320,62227
22750,4688,12410
38651,88132,43128
88434,99816,57066
982,25147,9099
46726,31922,95733
87931,68118,94022
53590,56403,50027
46091,35754,65487
51773,76473,50051
49439,84872,1517
43756,98748,28866
89098,50445,95267
23205,26602,22854
98328,88737,76946
40246,77358,57252
20024,76756,44954
3024,4275,7813
35058,91058,82298
18769,17836,29343
36334,73225,71329
22650,99435,40779
41484,4199,70448
75671,20062,70025
55900,7310,91784
50815,94828,38605
30190,73042,36918
35122,48658,29504
8231,27946,16579
16015,66738,31765
89579,95556,84853
99120,21730,65032
88755,14840,80032
53405,48200,21906
76048,77361,4646
23339,52535,30490
58538,20609,80096
85741,43938,24280
70368,73816,21193
78441,89601,22154
59882,29528,22210
36204,75247,62624
46998,63795,33658
26089,76042,52129
39117,74511,9659
1995,2382,63726
67587,561,83692
14169,24043,92366
78884,31383,55491
36437,84200,97590
77982,18674,57594
64963,24124,4573
81683,30506,77028
53744,96628,21322
86552,20249,54812
2677,73713,14192
49422,67286,59562
95840,87762,22257
32480,12607,23072
94980,59831,77565
35005,60640,71434
2421,79332,5125
8010,45165,7029
53122,54813,91936
17072,28906,51373
15413,67302,4840
46843,42666,34637
95988,90286,65683
85810,39569,38016
85571,73574,59166
54601,72451,87195
78463,58704,4353
5365,9208,43305
18569,4903,85181
52964,11640,99177
2086,64875,79904
90719,45503,89914
23355,68145,2635
61689,89803,98463
4489,578,14380
22850,93903,43657
87574,62947,60510
95729,41868,61964
89858,39572,87028
91888,92930,11351
3927,46890,80586
98589,58995,50682
30727,10046,60826
39748,33776,38796
7770,47745,53102
39164,83527,32240
74027,45014,35610
10003,56641,62385
63775,31697,90286
49603,2537,29832
92360,47034,46144
28434,20559,34450
7197,85622,77928
79276,69924,54157
22779,38207,40496
62556,14656,9798
66679,89640,83085
93387,28805,10689
56555,61084,19907
51194,5182,40086
11970,15440,31290
12914,53642,5879
92903,63248,91818
99742,22667,60695
58384,17371,11296
73835,19357,98573
47090,21467,82071
85394,87140,59463
56048,81882,35204
48911,44043,27950
2284,30591,26361
88705,23760,20077
68404,22058,87176
39594,56638,2911
99665,46910,31882
84212,72286,14974
12252,63623,59094
42744,2361,89662
18688,35090,56115
33951,3651,33073
74440,14459,43436
33750,64213,14757
59466,94745,16883
34836,99163,57984
75276,18826,75847
80797,74535,32677
